hour_beginning,location,Pedestrians,Towards Manhattan,Towards Brooklyn,weather_summary,temperature,precipitation,lat,long,events,Location1
03/13/2019 10:00:00 PM,Brooklyn Bridge,1,0,1,partly-cloudy-night,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/26/2019 08:00:00 PM,Brooklyn Bridge,13,12,1,clear-night,30,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/31/2019 09:00:00 AM,Brooklyn Bridge,847,506,341,partly-cloudy-day,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/26/2019 10:00:00 AM,Brooklyn Bridge,1272,678,594,clear-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/11/2019 09:00:00 PM,Brooklyn Bridge,2,0,2,clear-night,53,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/04/2019 03:00:00 PM,Brooklyn Bridge,3511,1645,1866,partly-cloudy-day,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/10/2019 02:00:00 PM,Brooklyn Bridge,1787,770,1017,clear-day,58,0.0012,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/22/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/03/2019 09:00:00 PM,Brooklyn Bridge,0,0,0,clear-night,46,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/25/2019 03:00:00 AM,Brooklyn Bridge,2,1,1,cloudy,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/04/2019 08:00:00 AM,Brooklyn Bridge,175,82,93,cloudy,35,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/09/2019 07:00:00 PM,Brooklyn Bridge,1944,1036,908,partly-cloudy-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/24/2019 08:00:00 PM,Brooklyn Bridge,1151,545,606,partly-cloudy-day,77,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/21/2019 01:00:00 PM,Brooklyn Bridge,2601,1112,1489,clear-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/02/2019 07:00:00 PM,Brooklyn Bridge,48,43,5,partly-cloudy-night,49,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/06/2019 11:00:00 PM,Brooklyn Bridge,39,38,1,clear-night,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/15/2019 12:00:00 PM,Brooklyn Bridge,2530,1191,1339,partly-cloudy-day,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/20/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,53,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/12/2019 03:00:00 AM,Brooklyn Bridge,3,1,2,clear-night,20,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/27/2019 08:00:00 AM,Brooklyn Bridge,464,278,186,clear-day,70,0,40.7081639691088,-73.9995087014816,Memorial Day,"(40.7081639691088, -73.9995087014816)"
02/05/2019 11:00:00 AM,Brooklyn Bridge,870,470,400,partly-cloudy-day,50,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/09/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,68,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/13/2019 10:00:00 AM,Brooklyn Bridge,470,220,250,cloudy,47,0.0108,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/15/2019 10:00:00 PM,Brooklyn Bridge,16,7,9,partly-cloudy-night,53,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/14/2019 09:00:00 PM,Brooklyn Bridge,41,0,41,clear-night,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/14/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/07/2019 09:00:00 AM,Brooklyn Bridge,911,523,388,cloudy,77,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/03/2019 02:00:00 PM,Brooklyn Bridge,795,333,462,cloudy,55,0.0046,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/28/2019 10:00:00 AM,Brooklyn Bridge,1096,655,441,clear-day,83,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/12/2019 06:00:00 PM,Brooklyn Bridge,1759,1002,757,clear-day,85,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/22/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,13,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/12/2019 10:00:00 AM,Brooklyn Bridge,992,493,499,clear-day,29,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/05/2019 11:00:00 PM,Brooklyn Bridge,14,13,1,rain,52,0.0583,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/26/2019 05:00:00 AM,Brooklyn Bridge,7,5,2,partly-cloudy-night,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/20/2019 12:00:00 PM,Brooklyn Bridge,1563,729,834,partly-cloudy-day,83,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/31/2019 08:00:00 PM,Brooklyn Bridge,41,35,6,partly-cloudy-night,46,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/01/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/19/2019 06:00:00 AM,Brooklyn Bridge,6,4,2,clear-night,30,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/17/2019 11:00:00 PM,Brooklyn Bridge,47,38,9,partly-cloudy-night,75,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/19/2019 11:00:00 AM,Brooklyn Bridge,1592,822,770,cloudy,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/26/2019 07:00:00 PM,Brooklyn Bridge,52,0,52,clear-night,51,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/02/2019 11:00:00 PM,Brooklyn Bridge,0,0,0,cloudy,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/10/2019 10:00:00 PM,Brooklyn Bridge,23,13,10,partly-cloudy-night,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/18/2019 11:00:00 PM,Brooklyn Bridge,0,0,0,partly-cloudy-night,34,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/03/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/23/2019 06:00:00 PM,Brooklyn Bridge,1295,712,583,cloudy,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/09/2019 06:00:00 PM,Brooklyn Bridge,67,65,2,clear-night,38,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/11/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,28,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/03/2019 11:00:00 AM,Brooklyn Bridge,1647,803,844,clear-day,50,0,40.7081639691088,-73.9995087014816,Daylight Saving Time ends,"(40.7081639691088, -73.9995087014816)"
01/04/2019 08:00:00 AM,Brooklyn Bridge,283,103,180,clear-day,32,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/28/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,29,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/09/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/12/2019 08:00:00 PM,Brooklyn Bridge,1003,434,569,partly-cloudy-day,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/29/2019 08:00:00 AM,Brooklyn Bridge,358,133,225,cloudy,54,0.0005,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/28/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,partly-cloudy-night,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/11/2019 12:00:00 PM,Brooklyn Bridge,1879,846,1033,partly-cloudy-day,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/16/2019 08:00:00 PM,Brooklyn Bridge,72,55,17,cloudy,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/12/2019 02:00:00 PM,Brooklyn Bridge,1395,583,812,partly-cloudy-day,41,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/08/2019 10:00:00 AM,Brooklyn Bridge,319,190,129,cloudy,42,0.0117,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/23/2019 03:00:00 PM,Brooklyn Bridge,3040,1499,1541,clear-day,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/07/2019 11:00:00 PM,Brooklyn Bridge,11,3,8,partly-cloudy-night,33,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/07/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,69,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/25/2019 11:00:00 AM,Brooklyn Bridge,1855,789,1066,clear-day,49,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/23/2019 05:00:00 AM,Brooklyn Bridge,32,24,8,partly-cloudy-night,56,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/01/2019 06:00:00 PM,Brooklyn Bridge,7,6,1,rain,36,0.0864,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/26/2019 09:00:00 PM,Brooklyn Bridge,81,48,33,clear-night,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/07/2019 05:00:00 PM,Brooklyn Bridge,113,91,22,cloudy,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/25/2019 09:00:00 AM,Brooklyn Bridge,284,178,106,rain,72,0.024,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/05/2019 08:00:00 AM,Brooklyn Bridge,121,37,84,rain,56,0.0952,40.7081639691088,-73.9995087014816,Cinco de Mayo,"(40.7081639691088, -73.9995087014816)"
03/24/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/08/2019 04:00:00 PM,Brooklyn Bridge,1881,817,1064,partly-cloudy-day,63,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/02/2019 11:00:00 AM,Brooklyn Bridge,2290,1285,1005,clear-day,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/06/2019 05:00:00 PM,Brooklyn Bridge,2594,1190,1404,partly-cloudy-day,84,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/19/2019 08:00:00 AM,Brooklyn Bridge,157,74,83,clear-day,17,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/10/2019 05:00:00 PM,Brooklyn Bridge,2243,1081,1162,partly-cloudy-day,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/23/2019 06:00:00 AM,Brooklyn Bridge,152,56,96,clear-day,63,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/17/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,35,0,40.7081639691088,-73.9995087014816,St. Patrick's Day,"(40.7081639691088, -73.9995087014816)"
03/28/2019 05:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,33,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/08/2019 10:00:00 AM,Brooklyn Bridge,1084,590,494,partly-cloudy-day,60,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/30/2019 11:00:00 AM,Brooklyn Bridge,1390,724,666,cloudy,53,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/27/2019 08:00:00 PM,Brooklyn Bridge,50,40,10,clear-night,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/28/2019 10:00:00 AM,Brooklyn Bridge,554,313,241,clear-day,26,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/15/2019 10:00:00 AM,Brooklyn Bridge,1313,547,766,partly-cloudy-day,61,0,40.7081639691088,-73.9995087014816,Tax Day,"(40.7081639691088, -73.9995087014816)"
05/26/2019 10:00:00 AM,Brooklyn Bridge,1911,1094,817,clear-day,76,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/23/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,rain,72,0.0377,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/06/2019 09:00:00 AM,Brooklyn Bridge,847,476,371,partly-cloudy-day,80,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/21/2019 08:00:00 PM,Brooklyn Bridge,830,311,519,clear-day,69,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/07/2019 02:00:00 AM,Brooklyn Bridge,1,0,1,clear-night,19,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/29/2019 12:00:00 AM,Brooklyn Bridge,2,1,1,partly-cloudy-night,40,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/26/2019 08:00:00 PM,Brooklyn Bridge,68,65,3,partly-cloudy-night,57,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/20/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,rain,66,0.018,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/26/2019 02:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,57,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/21/2019 05:00:00 PM,Brooklyn Bridge,2590,1375,1215,partly-cloudy-day,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/25/2019 01:00:00 PM,Brooklyn Bridge,1260,577,683,cloudy,49,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
12/30/2019 06:00:00 PM,Brooklyn Bridge,9,0,9,rain,40,0.0082,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/28/2019 09:00:00 PM,Brooklyn Bridge,6,4,2,clear-night,32,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/11/2019 11:00:00 AM,Brooklyn Bridge,1400,678,722,partly-cloudy-day,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/31/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,71,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/20/2019 05:00:00 PM,Brooklyn Bridge,468,196,272,partly-cloudy-night,25,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/14/2019 08:00:00 PM,Brooklyn Bridge,57,54,3,clear-night,41,0,40.7081639691088,-73.9995087014816,Valentine's Day,"(40.7081639691088, -73.9995087014816)"
06/11/2019 05:00:00 PM,Brooklyn Bridge,1936,1033,903,clear-day,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/24/2019 09:00:00 PM,Brooklyn Bridge,56,32,24,partly-cloudy-night,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/12/2019 10:00:00 PM,Brooklyn Bridge,38,35,3,partly-cloudy-night,60,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/10/2019 12:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,52,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/15/2019 11:00:00 AM,Brooklyn Bridge,2015,926,1089,partly-cloudy-day,79,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/09/2019 06:00:00 PM,Brooklyn Bridge,535,214,321,clear-night,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/16/2019 03:00:00 PM,Brooklyn Bridge,2559,1107,1452,cloudy,79,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/30/2019 12:00:00 PM,Brooklyn Bridge,1944,886,1058,cloudy,62,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/27/2019 06:00:00 PM,Brooklyn Bridge,2296,1099,1197,partly-cloudy-day,81,0,40.7081639691088,-73.9995087014816,Memorial Day,"(40.7081639691088, -73.9995087014816)"
12/07/2019 07:00:00 PM,Brooklyn Bridge,8,7,1,clear-night,34,0.0002,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/30/2019 11:00:00 AM,Brooklyn Bridge,1724,871,853,partly-cloudy-day,81,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/06/2019 09:00:00 AM,Brooklyn Bridge,1219,591,628,clear-day,59,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/13/2019 06:00:00 PM,Brooklyn Bridge,1972,807,1165,partly-cloudy-day,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/27/2019 02:00:00 PM,Brooklyn Bridge,1334,601,733,clear-day,44,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/20/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,74,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/31/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,3,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/04/2019 10:00:00 AM,Brooklyn Bridge,1275,784,491,partly-cloudy-day,83,0,40.7081639691088,-73.9995087014816,Independence Day,"(40.7081639691088, -73.9995087014816)"
06/25/2019 07:00:00 AM,Brooklyn Bridge,36,17,19,rain,71,0.029,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/23/2019 04:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,36,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/24/2019 12:00:00 PM,Brooklyn Bridge,2362,1056,1306,partly-cloudy-day,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/17/2019 01:00:00 PM,Brooklyn Bridge,1416,680,736,partly-cloudy-day,92,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/13/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,rain,36,0.0154,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/26/2019 12:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/06/2019 07:00:00 AM,Brooklyn Bridge,263,108,155,partly-cloudy-day,63,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/04/2019 07:00:00 AM,Brooklyn Bridge,215,94,121,clear-day,44,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/21/2019 10:00:00 AM,Brooklyn Bridge,275,130,145,partly-cloudy-day,6,0,40.7081639691088,-73.9995087014816,Martin Luther King Jr. Day,"(40.7081639691088, -73.9995087014816)"
01/29/2019 03:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,23,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/03/2019 01:00:00 PM,Brooklyn Bridge,1989,842,1147,cloudy,82,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/24/2019 11:00:00 AM,Brooklyn Bridge,1947,915,1032,partly-cloudy-day,77,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/19/2019 06:00:00 PM,Brooklyn Bridge,1909,1022,887,partly-cloudy-day,81,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/15/2019 02:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
08/21/2019 07:00:00 PM,Brooklyn Bridge,1174,638,536,rain,78,0.0271,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/02/2019 10:00:00 AM,Brooklyn Bridge,1659,925,734,partly-cloudy-day,58,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/07/2019 07:00:00 AM,Brooklyn Bridge,299,124,175,cloudy,55,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/28/2019 08:00:00 AM,Brooklyn Bridge,304,172,132,cloudy,50,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/07/2019 11:00:00 PM,Brooklyn Bridge,1,0,1,clear-night,26,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/21/2019 08:00:00 AM,Brooklyn Bridge,482,267,215,partly-cloudy-day,61,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/15/2019 10:00:00 AM,Brooklyn Bridge,1134,649,485,clear-day,78,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/17/2019 09:00:00 AM,Brooklyn Bridge,453,270,183,partly-cloudy-day,36,0,40.7081639691088,-73.9995087014816,St. Patrick's Day,"(40.7081639691088, -73.9995087014816)"
08/15/2019 12:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,72,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/04/2019 12:00:00 AM,Brooklyn Bridge,16,14,2,cloudy,54,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/11/2019 06:00:00 AM,Brooklyn Bridge,200,91,109,clear-night,42,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/03/2019 02:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,76,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/21/2019 11:00:00 AM,Brooklyn Bridge,1247,573,674,clear-day,47,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/05/2019 01:00:00 AM,Brooklyn Bridge,1,0,1,partly-cloudy-night,73,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/22/2019 08:00:00 AM,Brooklyn Bridge,496,271,225,clear-day,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
04/19/2019 10:00:00 PM,Brooklyn Bridge,30,27,3,rain,61,0.0289,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/29/2019 08:00:00 AM,Brooklyn Bridge,266,97,169,cloudy,48,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/24/2019 08:00:00 AM,Brooklyn Bridge,28,13,15,rain,42,0.0968,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/20/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,clear-night,37,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/03/2019 10:00:00 AM,Brooklyn Bridge,1265,734,531,clear-day,74,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/09/2019 01:00:00 AM,Brooklyn Bridge,1,0,1,clear-night,29,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/14/2019 01:00:00 AM,Brooklyn Bridge,0,0,0,cloudy,46,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/18/2019 05:00:00 PM,Brooklyn Bridge,2323,1126,1197,partly-cloudy-day,54,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
05/23/2019 07:00:00 PM,Brooklyn Bridge,835,461,374,partly-cloudy-day,66,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/17/2019 05:00:00 AM,Brooklyn Bridge,42,30,12,partly-cloudy-night,70,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
01/18/2019 06:00:00 PM,Brooklyn Bridge,0,0,0,cloudy,36,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/10/2019 01:00:00 PM,Brooklyn Bridge,2667,1059,1608,cloudy,49,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
06/14/2019 12:00:00 AM,Brooklyn Bridge,6,5,1,rain,61,0.024,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
09/30/2019 12:00:00 PM,Brooklyn Bridge,1884,879,1005,partly-cloudy-day,67,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
03/15/2019 06:00:00 AM,Brooklyn Bridge,8,6,2,partly-cloudy-night,47,0.0025,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
07/24/2019 05:00:00 AM,Brooklyn Bridge,44,30,14,partly-cloudy-night,68,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
10/24/2019 01:00:00 PM,Brooklyn Bridge,2028,854,1174,clear-day,65,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
11/25/2019 11:00:00 PM,Brooklyn Bridge,17,0,17,clear-night,43,0,40.7081639691088,-73.9995087014816,,"(40.7081639691088, -73.9995087014816)"
02/18/2019 02:00:00 PM,Brooklyn Bridge,1393,655,738,partly-cloudy-day,41,0,40.7081639691088,-73.9995087014816,Presidents' Day (regional holiday),"(40.7081639691088, -73.9995087014816)"
